?‚é?,å£“å?,?»ä?,æº«åº¦,é«”ç?,LnV,LnP
2.34,117,2.984,271.2,0.00018,-8.625,4.762
2.345,117.1,2.984,271.2,0.00018,-8.625,4.763
2.35,117.1,2.984,271.2,0.00018,-8.625,4.763
2.355,117.1,2.985,271.2,0.00018,-8.625,4.763
2.36,117.1,2.985,271.2,0.00018,-8.625,4.763
2.365,117,2.987,271.2,0.00018,-8.625,4.762
2.37,117,2.985,271.2,0.00018,-8.625,4.762
2.375,117,2.987,271.2,0.00018,-8.625,4.762
2.38,117,2.988,271.2,0.00018,-8.625,4.762
2.385,117,2.988,271.2,0.00018,-8.625,4.762
2.39,117,2.988,271.1,0.00018,-8.625,4.762
2.395,117.1,2.988,271.1,0.00018,-8.625,4.763
2.4,117,2.989,271.1,0.00018,-8.624,4.762
2.405,117,2.989,271.1,0.00018,-8.624,4.762
2.41,117,2.99,271.2,0.00018,-8.624,4.762
2.415,117,2.991,271.1,0.00018,-8.624,4.762
2.42,117.1,2.991,271.1,0.00018,-8.624,4.763
2.425,117,2.991,271.1,0.00018,-8.624,4.762
2.43,117.1,2.993,271.1,0.00018,-8.624,4.763
2.435,117.1,2.993,271.1,0.00018,-8.624,4.763
2.44,117,2.993,271.1,0.00018,-8.624,4.762
2.445,117,2.993,271.1,0.00018,-8.624,4.762
2.45,117,2.993,271.1,0.00018,-8.624,4.762
2.455,117.1,2.994,271.1,0.00018,-8.624,4.763
2.46,117.1,2.993,271.1,0.00018,-8.624,4.763
2.465,117.1,2.995,271.1,0.00018,-8.623,4.763
2.47,117.1,2.996,271.2,0.00018,-8.623,4.763
2.475,117.1,2.994,271.2,0.00018,-8.624,4.763
2.48,117.1,2.996,271.1,0.00018,-8.623,4.763
2.485,117,2.996,271.2,0.00018,-8.623,4.762
2.49,117,2.996,271.1,0.00018,-8.623,4.762
2.495,117,2.997,271.2,0.00018,-8.623,4.762
2.5,117.1,2.996,271.1,0.00018,-8.623,4.763
2.505,117,2.997,271.1,0.00018,-8.623,4.762
2.51,117,2.999,271.1,0.00018,-8.623,4.762
2.515,117,2.999,271.1,0.00018,-8.623,4.762
2.52,117,3,271.2,0.00018,-8.623,4.762
2.525,117,2.999,271.1,0.00018,-8.623,4.762
2.53,117,2.999,271.1,0.00018,-8.623,4.762
2.535,117,2.999,271.2,0.00018,-8.623,4.762
2.54,117,3,271.1,0.00018,-8.623,4.762
2.545,117,3.001,271.1,0.00018,-8.622,4.762
2.55,117,3.001,271.2,0.00018,-8.622,4.762
2.555,117,3.001,271.1,0.00018,-8.622,4.762
2.56,117.1,3.001,271.2,0.00018,-8.622,4.763
2.565,117.1,3.002,271.2,0.00018,-8.622,4.763
2.57,117,3.001,271.2,0.00018,-8.622,4.762
2.575,117.1,3.002,271.2,0.00018,-8.622,4.763
2.58,117,3.003,271.2,0.00018,-8.622,4.762
2.585,117,3.003,271.1,0.00018,-8.622,4.762
2.59,117,3.003,271.2,0.00018,-8.622,4.762
2.595,117,3.005,271.2,0.00018,-8.622,4.762
2.6,117,3.005,271.2,0.00018,-8.622,4.762
2.605,117,3.006,271.2,0.00018,-8.622,4.762
2.61,117,3.005,271.2,0.00018,-8.622,4.762
2.615,117,3.006,271.3,0.00018,-8.622,4.762
2.62,117,3.006,271.4,0.00018,-8.622,4.762
2.625,117,3.007,271.3,0.00018,-8.621,4.762
2.63,117,3.007,271.3,0.00018,-8.621,4.762
2.635,117,3.007,271.4,0.00018,-8.621,4.762
2.64,117,3.007,271.3,0.00018,-8.621,4.762
2.645,117,3.008,271.2,0.00018,-8.621,4.762
2.65,117,3.008,271.3,0.00018,-8.621,4.762
2.655,117,3.008,271.3,0.00018,-8.621,4.762
2.66,117,3.008,271.3,0.00018,-8.621,4.762
2.665,117,3.008,271.4,0.00018,-8.621,4.762
2.67,117.1,3.007,271.4,0.00018,-8.621,4.763
2.675,117,3.008,271.4,0.00018,-8.621,4.762
2.68,117,3.009,271.4,0.00018,-8.621,4.762
2.685,117,3.012,271.4,0.00018,-8.621,4.762
2.69,117,3.011,271.4,0.00018,-8.621,4.762
2.695,117.1,3.012,271.4,0.00018,-8.621,4.763
2.7,116.9,3.012,271.4,0.00018,-8.621,4.761
2.705,117,3.012,271.4,0.00018,-8.621,4.762
2.71,117,3.012,271.4,0.00018,-8.621,4.762
2.715,117,3.012,271.4,0.00018,-8.621,4.762
2.72,117,3.012,271.4,0.00018,-8.621,4.762
2.725,116.9,3.013,271.4,0.00018,-8.62,4.761
2.73,117,3.013,271.4,0.00018,-8.62,4.762
2.735,117,3.012,271.4,0.00018,-8.621,4.762
2.74,117,3.014,271.4,0.00018,-8.62,4.762
2.745,116.9,3.014,271.5,0.00018,-8.62,4.761
2.75,117,3.014,271.4,0.00018,-8.62,4.762
2.755,117,3.014,271.4,0.00018,-8.62,4.762
2.76,117,3.014,271.4,0.00018,-8.62,4.762
2.765,117,3.016,271.4,0.00018,-8.62,4.762
2.77,117,3.016,271.5,0.00018,-8.62,4.762
2.775,116.9,3.017,271.5,0.000181,-8.62,4.761
2.78,117,3.017,271.5,0.000181,-8.62,4.762
2.785,117,3.017,271.5,0.000181,-8.62,4.762
2.79,117,3.017,271.5,0.000181,-8.62,4.762
2.795,116.9,3.017,271.6,0.000181,-8.62,4.761
2.8,117,3.017,271.5,0.000181,-8.62,4.762
2.805,117,3.017,271.5,0.000181,-8.62,4.762
2.81,117.1,3.017,271.6,0.000181,-8.62,4.763
2.815,117,3.017,271.5,0.000181,-8.62,4.762
2.82,117,3.017,271.6,0.000181,-8.62,4.762
2.825,117,3.018,271.6,0.000181,-8.62,4.762
2.83,117,3.018,271.6,0.000181,-8.62,4.762
2.835,117,3.018,271.6,0.000181,-8.62,4.762
2.84,117,3.018,271.6,0.000181,-8.62,4.762
2.845,117,3.019,271.6,0.000181,-8.619,4.762
2.85,117,3.018,271.6,0.000181,-8.62,4.762
2.855,117,3.019,271.6,0.000181,-8.619,4.762
2.86,117,3.019,271.7,0.000181,-8.619,4.762
2.865,117,3.02,271.6,0.000181,-8.619,4.762
2.87,117,3.02,271.7,0.000181,-8.619,4.762
2.875,117,3.019,271.7,0.000181,-8.619,4.762
2.88,117,3.02,271.6,0.000181,-8.619,4.762
2.885,117,3.022,271.7,0.000181,-8.619,4.762
2.89,117,3.02,271.7,0.000181,-8.619,4.762
2.895,117,3.02,271.7,0.000181,-8.619,4.762
2.9,117,3.022,271.7,0.000181,-8.619,4.762
2.905,117,3.022,271.7,0.000181,-8.619,4.762
2.91,117,3.023,271.8,0.000181,-8.619,4.762
2.915,117,3.022,271.8,0.000181,-8.619,4.762
2.92,117,3.022,271.8,0.000181,-8.619,4.762
2.925,117,3.024,271.8,0.000181,-8.619,4.762
2.93,117,3.023,271.8,0.000181,-8.619,4.762
2.935,117,3.024,271.8,0.000181,-8.619,4.762
2.94,117,3.023,271.8,0.000181,-8.619,4.762
2.945,116.9,3.024,271.8,0.000181,-8.619,4.761
2.95,117,3.023,271.8,0.000181,-8.619,4.762
2.955,117,3.024,271.8,0.000181,-8.619,4.762
2.96,117,3.024,271.9,0.000181,-8.619,4.762
2.965,117,3.023,271.9,0.000181,-8.619,4.762
2.97,116.9,3.024,271.9,0.000181,-8.619,4.761
2.975,116.9,3.024,271.9,0.000181,-8.619,4.761
2.98,117,3.025,271.9,0.000181,-8.618,4.762
2.985,117,3.025,271.9,0.000181,-8.618,4.762
2.99,117,3.025,271.9,0.000181,-8.618,4.762
2.995,117,3.025,271.9,0.000181,-8.618,4.762
3,117,3.025,271.9,0.000181,-8.618,4.762
3.005,117,3.026,271.9,0.000181,-8.618,4.762
3.01,117,3.026,271.9,0.000181,-8.618,4.762
3.015,117,3.026,271.9,0.000181,-8.618,4.762
3.02,117.1,3.024,272,0.000181,-8.619,4.763
3.025,117,3.026,272,0.000181,-8.618,4.762
3.03,117,3.026,272,0.000181,-8.618,4.762
3.035,117,3.026,272,0.000181,-8.618,4.762
3.04,117,3.026,272,0.000181,-8.618,4.762
3.045,116.9,3.026,272,0.000181,-8.618,4.761
3.05,117.1,3.026,272,0.000181,-8.618,4.763
3.055,117,3.026,272,0.000181,-8.618,4.762
3.06,116.9,3.026,272,0.000181,-8.618,4.761
3.065,117,3.026,272,0.000181,-8.618,4.762
3.07,117,3.029,272,0.000181,-8.618,4.762
3.075,117,3.028,272.1,0.000181,-8.618,4.762
3.08,117.1,3.028,272.1,0.000181,-8.618,4.763
3.085,117,3.028,272.1,0.000181,-8.618,4.762
3.09,117,3.028,272.1,0.000181,-8.618,4.762
3.095,117.1,3.028,272,0.000181,-8.618,4.763
